// cmdid = message (HSR-OWNER); real name where known, // obf: original
4 = GetLevelRewardTakenListScRsp  // obf: GPONDAHEKJN
7459 = SwordTrainingSelectEndingScRsp  // obf: IKDGBHLLMBB
7461 = SwordTrainingDialogueSelectOptionCsReq  // obf: MLHMOBMFJDF
7462 = SwordTrainingUnlockSyncScNotify  // obf: DNJMMFCCGFN
7465 = SwordTrainingSelectEndingCsReq  // obf: HIOFMDBFHAG
7466 = SwordTrainingDailyPhaseConfirmScRsp  // obf: IOCHJOIIJAC
7468 = SwordTrainingStartGameScRsp  // obf: LLONJLACLDH
7469 = SwordTrainingGiveUpGameCsReq  // obf: HINGFMLCGKA
7470 = GetSwordTrainingDataScRsp  // obf: AKLEOKANBFE
7471 = SwordTrainingGameSettleScNotify  // obf: CHOPOIIJCPD
7472 = SwordTrainingSetSkillTraceScRsp  // obf: FCHBGJDOBIE
7473 = SwordTrainingLearnSkillScRsp  // obf: MBPCKIKJKOF
7474 = SwordTrainingExamResultConfirmScRsp  // obf: GOBDDIKGMJB
7475 = SwordTrainingLearnSkillCsReq  // obf: NPEPGBMPCEK
7476 = SwordTrainingDialogueSelectOptionScRsp  // obf: JKKCLMHGJNN
7477 = SwordTrainingStoryBattleScRsp  // obf: DIIPGEODELO
7478 = SwordTrainingExamResultConfirmCsReq  // obf: HNANALOFHKL
7479 = SwordTrainingTurnActionScRsp  // obf: CEJHJJNCHCJ
7481 = SwordTrainingTurnActionCsReq  // obf: CBBJNPGLLHM
7482 = SwordTrainingDailyPhaseConfirmCsReq  // obf: CBONHEMLCJG
7483 = SwordTrainingActionTurnSettleScNotify  // obf: KHKMBEMDJNN
7484 = SwordTrainingGameSyncChangeScNotify  // obf: LAKBGIFBOFA
7485 = SwordTrainingRestoreGameCsReq  // obf: HCIOANIMHPE
7486 = SwordTrainingResumeGameCsReq  // obf: IAMLGPGAFAC
7487 = SwordTrainingResumeGameScRsp  // obf: BBFDEKAAIFO
7488 = SwordTrainingStoryConfirmCsReq  // obf: KPPPMHDPFML
7492 = SwordTrainingGiveUpGameScRsp  // obf: CGAACLIDCBP
7493 = SwordTrainingRestoreGameScRsp  // obf: LELIJDKDOOC
7494 = SwordTrainingMarkEndingViewedCsReq  // obf: BDACGGBMIJE
7497 = EnterSwordTrainingExamScRsp  // obf: IGKNBCIOBJJ
7499 = SwordTrainingMarkEndingViewedScRsp  // obf: CPKPGMKDKMG
7506 = ContentPackageGetDataScRsp  // obf: FOBAMBNCFDP
7520 = ContentPackageSyncDataScNotify  // obf: GPDCBDHANON
7532 = ContentPackageTransferScNotify  // obf: FEKDLNPGPKP
7534 = ContentPackageGetDataCsReq  // obf: OKDGKOGDHBN
7552 = GetTrackPhotoActivityDataCsReq  // obf: ODNFOAKHMKM
7553 = GetTrackPhotoActivityDataScRsp  // obf: BBKDJPONHPL
7554 = StartTrackPhotoStageCsReq  // obf: MFDDPJOEDCF
7555 = QuitTrackPhotoStageCsReq  // obf: EGIJMPCIJOG
7557 = StartTrackPhotoStageScRsp  // obf: OBADCOMDOON
7558 = QuitTrackPhotoStageScRsp  // obf: IGKBMLELJDH
7559 = SettleTrackPhotoStageScRsp  // obf: AGPEHMLFJBN
7560 = SettleTrackPhotoStageCsReq  // obf: GNKPJLJDHCO
7562 = GetSummonActivityDataCsReq  // obf: CAFBLIGHAMO
7563 = GetSummonActivityDataScRsp  // obf: EADGNHBCEPG
7564 = SummonActivityBattleEndScNotify  // obf: NAHLFIBEBHJ
7569 = EnterSummonActivityStageScRsp  // obf: BDABINKIAGM
7570 = EnterSummonActivityStageCsReq  // obf: IHAKJMKLJFC
7573 = MusicRhythmStartLevelScRsp  // obf: IBPLDFOPIFJ
7574 = MusicRhythmUnlockTrackScNotify  // obf: PEMJOICNGMM
7577 = MusicRhythmFinishLevelScRsp  // obf: OOIGMDLPHOD
7578 = MusicRhythmDataCsReq  // obf: EGOPMFJBPMH
7580 = MusicRhythmSaveSongConfigDataCsReq  // obf: KDJCAKMNDMI
7583 = MusicRhythmStartLevelCsReq  // obf: NGHAHHMDHJB
7586 = MusicRhythmUnlockSongSfxScNotify  // obf: DECBOGPHHLN
7587 = MusicRhythmMaxDifficultyLevelsUnlockNotify  // obf: KJOKNEDGHEO
7590 = MusicRhythmFinishLevelCsReq  // obf: JPOHGNLDCMM
7597 = MusicRhythmUnlockSongNotify  // obf: MKAKFIMMBAN
7598 = MusicRhythmSaveSongConfigDataScRsp  // obf: HHLNMCEJIDN
7599 = MusicRhythmDataScRsp  // obf: NANCKMNBPCB
7603 = UpgradeBlindBoxPetChromaCsReq  // obf: ENGGEJLEGFK
7604 = RecallPetCsReq  // obf: NCLGCOEMLIF
7605 = SetBlindBoxPetLineupCsReq  // obf: DHLPEJFEGAN
7606 = RecycleBlindBoxPetScRsp  // obf: MPPDHJKKEAD
7607 = RecycleBlindBoxPetCsReq  // obf: FGFOKBLLCEA
7608 = SummonPetScRsp  // obf: MPDGMIHGIFG
7609 = SwitchBlindBoxPetChromaScRsp  // obf: HPILDGEHMCF
7610 = SetBlindBoxPetLineupScRsp  // obf: HEGDIJGNIHK
7612 = PetDataChangeScNotify  // obf: HFCMKGNCMCA
7616 = SummonPetCsReq  // obf: LHENKFJFGKH
7617 = GetPetDataScRsp  // obf: IHFGDIHNHMC
7620 = SwitchBlindBoxPetChromaCsReq  // obf: LJHEOJCGPAJ
7621 = RecallPetScRsp  // obf: DJNNFOIKDKF
7624 = UpgradeBlindBoxPetChromaScRsp  // obf: BNHMPPAFMAH
7625 = GetPetDataCsReq  // obf: OFKBDMOJBCP
7626 = WorldUnlockCsReq  // obf: NBGLFOIBBLL
7627 = WorldUnlockScRsp  // obf: ALJGINBMLKB
7656 = RogueArcadeStartScRsp  // obf: EEKPMCEONGD
7661 = RogueArcadeGetInfoScRsp  // obf: POHFDLFAHKG
7666 = RogueArcadeGetInfoCsReq  // obf: EBPAKHMFKML
7670 = RogueArcadeLeaveCsReq  // obf: AGGEHIICBBD
7679 = RogueArcadeRestartCsReq  // obf: NILHOOGLKAP
7681 = RogueArcadeLeaveScRsp  // obf: NLAGBKIIIJK
7682 = RogueArcadeRestartScRsp  // obf: LNKHNPOEJJE
7684 = RogueArcadeStartCsReq  // obf: OIGKGOMIOFF
7704 = RogueMagicQueryScRsp  // obf: CDDMMHNKKPA
7705 = RogueMagicEnterCsReq  // obf: ALAAINODLIJ
7707 = RogueMagicScepterDressInUnitScRsp  // obf: DBOMCCEIFJO
7708 = RogueMagicAreaUpdateScNotify  // obf: ALDJDOPBDHP
7711 = RogueMagicReviveCostUpdateScNotify  // obf: ALBMDPOIIDL
7712 = RogueMagicBattleFailSettleInfoScNotify  // obf: HFPCLMDMEME
7715 = RogueMagicEnterRoomScRsp  // obf: IGJJHHFJBDJ
7716 = RogueMagicLeaveScRsp  // obf: FAKIIFNHANG
7717 = RogueMagicReviveAvatarCsReq  // obf: FDHHFKCPCIF
7724 = RogueMagicAutoDressInUnitScRsp  // obf: NADKCPCFIPM
7725 = RogueMagicStartScRsp  // obf: EHFDAIAINCI
7730 = RogueMagicAutoDressInUnitCsReq  // obf: NICAJBEJAHC
7732 = RogueMagicEnableTalentScRsp  // obf: KFMAONOMPLM
7734 = RogueMagicStartCsReq  // obf: LPMJNCECOFE
7738 = RogueMagicReviveAvatarScRsp  // obf: ENIMHEHPGMI
7739 = RogueMagicEnterLayerScRsp  // obf: NEDEIDNOLIM
7740 = RogueMagicSetAutoDressInMagicUnitScRsp  // obf: FIMGINEKACP
7741 = RogueMagicGetMiscRealTimeDataScRsp  // obf: LFMDOOIGGHK
7742 = RogueMagicEnterLayerCsReq  // obf: ICNPODONHGN
7747 = RogueMagicAutoDressInMagicUnitChangeScNotify  // obf: DDLEEJAAMGH
7751 = RogueMagicScepterTakeOffUnitScRsp  // obf: OHONLLCHIFJ
7756 = RogueMagicSettleScRsp  // obf: CHFAMIIIKAH
7758 = RogueMagicSettleCsReq  // obf: CJACBFMGOLK
7760 = RogueMagicLeaveCsReq  // obf: IEJLKCJOAEM
7761 = RogueMagicLevelInfoUpdateScNotify  // obf: MAHGFIIOPHL
7773 = RogueMagicUnitComposeScRsp  // obf: FABNMKAOFMJ
7775 = RogueMagicEnterScRsp  // obf: MGIHGHJMFAE
7778 = RogueMagicQueryCsReq  // obf: IPIFCANPPEO
7779 = RogueMagicGetMiscRealTimeDataCsReq  // obf: NCLFFAFGEFA
7781 = RogueMagicScepterTakeOffUnitCsReq  // obf: HBCOFDDCGOL
7782 = RogueMagicEnableTalentCsReq  // obf: NBKAAJAHAJH
7783 = RogueMagicEnterRoomCsReq  // obf: KIDHIFECNAH
7784 = RogueMagicSetAutoDressInMagicUnitCsReq  // obf: OLCIGFGFELG
7785 = RogueMagicScepterDressInUnitCsReq  // obf: GKMOAKPLBHO
7793 = RogueMagicUnitComposeCsReq  // obf: KLBGMAEDODL
7796 = RogueMagicStoryInfoUpdateScNotify  // obf: AGDCHGINKCA
8005 = TrainPartyUseCardCsReq  // obf: DAKMNFLCCMJ
8008 = TrainPartyBuildStartStepScRsp  // obf: DCJNIPEPHAM
8011 = TrainPartyEnterCsReq  // obf: FHLHOEPCKAG
8017 = FDDJJCFNFOJ
8021 = TrainPartyBuildingUpdateNotify  // obf: LFHAFKOJBAB
8022 = TrainPartyTakeBuildLevelAwardCsReq  // obf: IADPNINDFOK
8025 = TrainPartyGetDataScRsp  // obf: JBGGLDILCLK
8026 = TrainPartySetBadgeAutoFillCsReq  // obf: HHDHGGCAJJL
8032 = DNIAFCGKEOP
8034 = TrainPartyGetDataCsReq  // obf: NNOICNIGEBC
8038 = TrainPartyLeaveCsReq  // obf: AMDOMPIGBPG
8039 = TrainPartyHandlePendingActionScRsp  // obf: POOMINFCCKG
8042 = TrainPartyHandlePendingActionCsReq  // obf: JOCFCCGIPEA
8047 = TrainPartyBuildSelfDisplayAreaDiyScRsp  // obf: DJNFKMCDDCM
8049 = TrainPartyTakeBuildLevelAwardScRsp  // obf: LACGKNHJGKN
8051 = TrainPartyGamePlayStartScRsp  // obf: IJMCKLDMLDL
8058 = TrainPartySettleNotify  // obf: HILKDNFLNLL
8060 = TrainPartyMoveScNotify  // obf: GNHEKLOMECL
8061 = TrainPartyBuildStartStepCsReq  // obf: OOCLLLOHBGK
8064 = TrainPartyBuildDiyScRsp  // obf: MELNFDAIHIL
8068 = TrainPartyBuildDiyCsReq  // obf: JOJAAMHMCAB
8070 = TrainPartyBuildSelfDisplayAreaDiyScNotify  // obf: BPMHNPHIHHF
8075 = TrainPartyUseCardScRsp  // obf: OKFKNBCEGPL
8078 = DBGHCHPONOH
8080 = TrainPartySetBadgeAutoFillScRsp  // obf: MOMHHDACBOF
8081 = TrainPartyGamePlayStartCsReq  // obf: BAMIHIIOBNM
8082 = TrainPartyAddBuildDynamicBuffCsReq  // obf: IBNCBEPCAPF
8083 = TrainPartySyncUpdateScNotify  // obf: AHKPAKFGGGG
8084 = TrainPartyBuildRoomScNotify  // obf: MCHADDCNKPC
8093 = TrainPartyGamePlaySettleNotify  // obf: GNFJOHCLDFE
8096 = TrainPartyBuildSelfDisplayAreaDiyCsReq  // obf: AMABCENGLBJ
8103 = SwitchHandResetGameCsReq  // obf: PNPLNLCKAMJ
8104 = SwitchHandFinishCsReq  // obf: LJDIGIPHNGM
8105 = GetSwitchHandUpdateScRsp  // obf: HALOOCJJCGF
8106 = GetSwitchHandResetHandPosScRsp  // obf: GHJCCAOCINH
8107 = GetSwitchHandResetHandPosCsReq  // obf: MELHONKGEIM
8108 = SwitchHandStartScRsp  // obf: LFJGLEHGGGI
8109 = SwitchHandCoinUpdateScRsp  // obf: ONPMJJOCBMM
8110 = SwitchHandDataCsReq  // obf: BGKDADFBMPL
8112 = SwitchHandCoinUpdateCsReq  // obf: JAIOIENPGOD
8113 = SwitchHandFinishScRsp  // obf: PONEDAONOJI
8116 = GetSwitchHandDataScRsp  // obf: AFLNPEOHLHO
8117 = SwitchHandStartCsReq  // obf: JMPLJGMDKCE
8119 = GetSwitchHandResetGameScRsp  // obf: NKLLJAMLBCB
8120 = SwitchHandUpdateCsReq  // obf: LGKMBABPKPJ
8124 = UnlockPamSkinScNotify  // obf: GDEKLGACBCM
8128 = SelectPamSkinScRsp  // obf: BDJOLGFOHLM
8130 = GetPamSkinDataCsReq  // obf: NCHNMOMFEFO
8136 = GetPamSkinDataScRsp  // obf: FCFKMMCAFKA
8137 = SelectPamSkinCsReq  // obf: MGNHCFALBAP
8142 = TarotBookMultiOpenPackAndUnlockStoryScRsp  // obf: HLNNMCHNGCN
8143 = TarotBookUnlockInteractionScRsp  // obf: KFJJJNGBMMK
8144 = TarotBookUnlockStoryCsReq  // obf: JJOKPIPHCAK
8145 = TarotBookFinishStoryScRsp  // obf: KJIGKPHPELI
8146 = TarotBookUnlockInteractionCsReq  // obf: CFKKKGCBANF
8147 = TarotBookFinishInteractionScRsp  // obf: NEJLCIDPCEE
8148 = TarotBookOpenPackScRsp  // obf: JPJENKLDDOH
8149 = TarotBookFinishInteractionCsReq  // obf: CHGCCAGBEKF
8150 = TarotBookGetDataCsReq  // obf: ODKKAPPADGE
8152 = TarotBookModifyEnergyScNotify  // obf: GPJONCPIEEI
8153 = TarotBookUnlockStoryScRsp  // obf: NDIGHHGLNED
8156 = TarotBookGetDataScRsp  // obf: OGNGCOFKPPG
8157 = TarotBookOpenPackCsReq  // obf: GBHLCODNKHL
8158 = TarotBookMultiOpenPackAndUnlockStoryCsReq  // obf: HKMMEADEBKI
8159 = TarotBookSyncDataScNotify  // obf: OBGJCNJEIFC
8160 = TarotBookFinishStoryCsReq  // obf: LAHKEHALABO
8162 = ChimeraRoundWorkStartScRsp  // obf: LBMLOLGEHIM
8163 = ChimeraDoFinalRoundCsReq  // obf: OIIDOJCEEDN
8164 = IHBOLKMEEMG
8165 = ChimeraStartEndlessScRsp  // obf: KNPELGIAMKF
8166 = ChimeraQuitEndlessScRsp  // obf: KHNHDFIJGPF
8167 = ChimeraQuitEndlessCsReq  // obf: AEDJDBAJGHH
8168 = ChimeraSetLineupScRsp  // obf: MFFFEOKDOAE
8169 = ChimeraFinishEndlessRoundScRsp  // obf: LEOEMHHIANI
8170 = BILENDACAMP
8172 = ChimeraFinishEndlessRoundCsReq  // obf: BPOMECJONGO
8173 = ChimeraFinishRound  // obf: OKKLBJGHEGJ
8176 = GetDataScRsp  // obf: BBHANDBNKEJ
8177 = EIALJHKFNKG
8178 = JHICHKBDMIC
8179 = ChimeraDoFinalRoundScRsp  // obf: MBMLAIKPEEK
8180 = ChimeraStartEndlessCsReq  // obf: KNFECAFMDII
8184 = MarkChestChangedScNotify  // obf: PCECJDGICOC
8188 = UpdateMarkChestScRsp  // obf: MHHCEHOKJBG
8190 = GetMarkChestCsReq  // obf: BMDACCNEEPL
8196 = GetMarkChestScRsp  // obf: KGALGCOHNIJ
8197 = UpdateMarkChestCsReq  // obf: GIAHMBPHGPI
8201 = PlanetFesSetCustomKeyValueScRsp  // obf: CMFIANLCNEA
8202 = PlanetFesTakeQuestRewardCsReq  // obf: JENABHHEFCD
8203 = PlanetFesBonusEventInteractCsReq  // obf: GFMNPNJADFN
8204 = PlanetFesClientStatusCsReq  // obf: OLENIPLHIPI
8205 = PlanetFesChooseAvatarEventOptionScRsp  // obf: PPJKEHJCBHH
8206 = GetPlanetFesDataScRsp  // obf: MNNDMCHALGC
8207 = PlanetFesGetBusinessDayInfoScRsp  // obf: CNNHNLACLCC
8208 = PlanetFesDoGachaCsReq  // obf: IMPNLCOOGGD
8209 = PlanetFesSkillLevelUpCsReq  // obf: IEAMIJBBOMA
8210 = PlanetFesGameBingoFlipCsReq  // obf: FNAEBIJFOFF
8211 = PlanetFesBuyLandCsReq  // obf: FPMMPGAOGCH
8212 = PlanetFesChooseAvatarEventOptionCsReq  // obf: MCLIICJBLIP
8213 = PlanetFesDealAvatarEventOptionItemCsReq  // obf: NBIFLFMNLEJ
8214 = PlanetFesCollectAllIncomeCsReq  // obf: MOOLKFODKIK
8215 = PlanetFesDealAvatarEventOptionItemScRsp  // obf: CEEBEKFBONM
8216 = PlanetFesSetAvatarWorkScRsp  // obf: ECJCIAPBFDJ
8217 = PlanetFesTakeRegionPhaseRewardCsReq  // obf: JFKHEIDJDMO
8218 = PlanetFesTakeQuestRewardScRsp  // obf: ECKAIIJPAON
8219 = PlanetFesBusinessDayRefreshEventCsReq  // obf: DFNKGEIEDOA
8220 = PlanetFesSyncChangeScNotify  // obf: BPDMBMPFPEB
8221 = PlanetFesDeliverPamCargoScRsp  // obf: IOAKMGCGLHP
8222 = PlanetFesUpgradeFesLevelCsReq  // obf: GHONFFLAMHB
8223 = PlanetFesAvatarLevelUpScRsp  // obf: IIPDJGEHIIM
8224 = PlanetFesUseItemScRsp  // obf: LEIBJEPHONE
8225 = PlanetFesAvatarLevelUpCsReq  // obf: MOAHEAJFFGN
8226 = PlanetFesBuyLandScRsp  // obf: LOFFNNNIDMM
8227 = PlanetFesBonusEventInteractScRsp  // obf: BBGADFGONHI
8228 = PlanetFesUseItemCsReq  // obf: BDLBEEMAABE
8229 = PlanetFesCollectIncomeScRsp  // obf: DHHFAMDCDPK
8230 = PlanetFesFriendRankingInfoChangeScNotify  // obf: BGGGJMGLOEI
8231 = PlanetFesCollectIncomeCsReq  // obf: GOMIDGNOENH
8232 = PlanetFesSetAvatarWorkCsReq  // obf: POFDBDHOJNG
8233 = PlanetFesStartMiniGameScRsp  // obf: LBFNAJJGCBH
8234 = GetPlanetFesDataCsReq  // obf: JMAHAKPLAAD
8235 = PlanetFesTakeRegionPhaseRewardScRsp  // obf: MEHDPNELHCD
8236 = PlanetFesGetFriendRankingInfoListCsReq  // obf: FHCCHMLGAEF
8237 = PlanetFesGetFriendRankingInfoListScRsp  // obf: AIKFHAIJGDH
8238 = PlanetFesGetBusinessDayInfoCsReq  // obf: NBCOEHFDNDL
8239 = PlanetFesDeliverPamCargoCsReq  // obf: EEANOEFPPKN
8240 = PlanetFesCollectAllIncomeScRsp  // obf: NLAGKOJKHCN
8241 = PlanetFesSkillLevelUpScRsp  // obf: GBPAJNPKPOB
8242 = PlanetFesBusinessDayRefreshEventScRsp  // obf: KFKLIDNFCOP
8243 = PlanetFesStartMiniGameCsReq  // obf: DPDILLMEAKN
8244 = PlanetFesUpgradeFesLevelScRsp  // obf: BGNAMLHFLDB
8245 = PlanetFesSetCustomKeyValueCsReq  // obf: EILODDMBANJ
8246 = PlanetFesGetAvatarStatScRsp  // obf: CBHMAHKODLB
8247 = PlanetFesDoGachaScRsp  // obf: OJFBBKAOHAK
8248 = PlanetFesClientStatusScRsp  // obf: IHHBDEJOCGI
8249 = PlanetFesGetAvatarStatCsReq  // obf: BJEDJFIEHPB
8250 = PlanetFesGameBingoFlipScRsp  // obf: CPLFEKKNLDO
8251 = RelicSmartWearDeletePinRelicScRsp  // obf: KJHJMAEMDMJ
8252 = RelicSmartWearUpdatePinRelicCsReq  // obf: PMMIOMPJADM
8253 = RelicSmartWearUpdatePinRelicScNotify  // obf: JIODIEHBGMI
8254 = RelicSmartWearUpdatePlanCsReq  // obf: AHKGHNIDDHI
8255 = RelicSmartWearDeletePlanScRsp  // obf: POPMMDIDDJO
8256 = RelicSmartWearGetPinRelicScRsp  // obf: EMKANKKOICP
8257 = RelicSmartWearGetPinRelicCsReq  // obf: OKLKPLGFPNM
8258 = RelicSmartWearAddPlanScRsp  // obf: ILCBEINELFA
8260 = RelicSmartWearGetPlanCsReq  // obf: PIHNFHMEHCD
8263 = RelicSmartWearUpdatePlanScRsp  // obf: BPHCDBFPIFB
8264 = RelicSmartWearUpdatePinRelicScRsp  // obf: IJMEMLHHMIC
8265 = RelicSmartWearDeletePinRelicCsReq  // obf: FABKOODPCLA
8266 = RelicSmartWearGetPlanScRsp  // obf: MBLPEOFOOAF
8267 = RelicSmartWearAddPlanCsReq  // obf: KHPMJDJKEAB
8270 = RelicSmartWearDeletePlanCsReq  // obf: IGFDCGKPJBE
8274 = MarbleShopBuyCsReq  // obf: IPIKNJLJCNC
8275 = MarblePvpDataUpdateScNotify  // obf: DPIEGEGHMDP
8278 = MarbleLevelFinishScRsp  // obf: KBECKAMICJF
8279 = MarbleUpdateShownSealScRsp  // obf: ODGOEIFAHPH
8280 = MarbleGetDataCsReq  // obf: ONEBKBJMLIG
8282 = MarbleUpdateShownSealCsReq  // obf: PODAILFIECJ
8283 = MarbleShopBuyScRsp  // obf: AFDNHCKGNNB
8286 = MarbleGetDataScRsp  // obf: CCNJIFFMGNA
8287 = MarbleLevelFinishCsReq  // obf: HAJKEPNEJED
8290 = MarbleUnlockSealScNotify  // obf: GKHLACNDNHA
8292 = PlanetFesEnterNextBusinessDayScRsp  // obf: AAHPJECONDN
8294 = PlanetFesHandleCardPieceApplyScRsp  // obf: ELPANOAHJIB
8296 = PlanetFesGetExtraCardPieceInfoScRsp  // obf: MCIOMLIEACB
8298 = PlanetFesGiveCardPieceScRsp  // obf: IDJNDALFMFL
8301 = PlanetFesApplyCardPieceScRsp  // obf: ONCGFIALKHI
8304 = PlanetFesGetOfferedCardPieceScRsp  // obf: ALGDCPHADFA
8306 = PlanetFesApplyCardPieceCsReq  // obf: ALNIHNLACOK
8310 = PlanetFesGetFriendCardPieceCsReq  // obf: HFGLNNFOPON
8313 = PlanetFesEnterNextBusinessDayCsReq  // obf: JJIBNOEGFLK
8315 = PlanetFesLargeBonusInteractScRsp  // obf: LAPACOEMOCK
8316 = PlanetFesHandleCardPieceApplyCsReq  // obf: DGJIEIKGCNF
8319 = PlanetFesChangeCardPieceApplyPermissionCsReq  // obf: NINEEGGAMBC
8321 = PlanetFesGetFriendCardPieceScRsp  // obf: NKJOIFBLLKO
8322 = PlanetFesChangeCardPieceApplyPermissionScRsp  // obf: OCPAJELJLGE
8324 = PlanetFesGetExtraCardPieceInfoCsReq  // obf: GEIELBEBJCK
8330 = PlanetFesGiveCardPieceCsReq  // obf: DBIFGMGGCMA
8337 = PlanetFesLargeBonusInteractCsReq  // obf: PDMEBJHODBM
8338 = PlanetFesGetOfferedCardPieceCsReq  // obf: FIMDIBKGMEE
8364 = GetRechargeBenefitInfoCsReq  // obf: EGNKGGAIGBJ
8365 = TakeRechargeBenefitRewardCsReq  // obf: CKCPEGPJGLD
8368 = TakeRechargeGiftRewardScRsp  // obf: DCAICJKEIPH
8370 = GetRechargeGiftInfoCsReq  // obf: GFIIJCDEBDH
8372 = TakeRechargeBenefitRewardScRsp  // obf: JINIOBBNJPF
8373 = GetRechargeBenefitInfoScRsp  // obf: JNGJOABNBIM
8376 = GetRechargeGiftInfoScRsp  // obf: JFEKFHLDLPK
8377 = TakeRechargeGiftRewardCsReq  // obf: KCEJICPPKKM
8380 = SyncRechargeBenefitInfoScNotify  // obf: IMIOIKDAJOK
8384 = ParkourStartLevelCsReq  // obf: HJELNANIFIE
8385 = ParkourEndLevelScRsp  // obf: EJNFAIOPNEO
8388 = ParkourGetRankingInfoScRsp  // obf: KIAGIOBGGNK
8390 = ParkourGetDataCsReq  // obf: JNIAPEEOKJN
8393 = ParkourStartLevelScRsp  // obf: FLAIJDHDEBI
8396 = ParkourGetDataScRsp  // obf: KKKCJLHIGKO
8397 = ParkourGetRankingInfoCsReq  // obf: CLOIKIFPAJC
8400 = ParkourEndLevelCsReq  // obf: BLFMKDAGCFO
8410 = GridFightWeeklyExtraSeasonExpScRsp  // obf: JEBPPPNJJJM
8412 = GridFightSummonProjectionScRsp  // obf: LCFAAGEJGBG
8416 = GridFightResumeGamePlayCsReq  // obf: AAMEAOBEGKA
8420 = GridFightBuyExpScRsp  // obf: HMBDOOHKIBC
8422 = MCIPOMDGBCA
8425 = GridFightSyncKeepWinCntNotify  // obf: OIOELLNKEDJ
8427 = KNDOLAFNJED
8429 = GridFightEndBattleStageNotify  // obf: ELDJBEKOLHB
8437 = GridFightDestroyWeeklyRewardCsReq  // obf: LDNPBALACDB
8439 = CNOAPAMNDOA
8440 = GridFightSeasonTalentResetScRsp  // obf: CBICBHJDHLO
8445 = GridFightUseHackOptionScRsp  // obf: EMFJDODNGIF
8449 = GridFightLockShopCsReq  // obf: CFHEKNFNMIP
8452 = GridFightPermanentTalentEnableCsReq  // obf: CKIKMLCGLFK
8454 = GridFightBuyGoodsCsReq  // obf: JBOOPAPNFDC
8455 = UpdateGameFormation  // obf: IBEMBMGFDBJ
8458 = GridFightSeasonTalentEnableCsReq  // obf: NOGLDANAKDO
8459 = GridFightRefreshShopCsReq  // obf: LKDMCPDHEGM
8462 = GridFightQuitSettleCsReq  // obf: ILCPGLAAADL
8477 = GridFightHandlePendingActionCsReq  // obf: AFPDIFAPAEA
8484 = GridFightLockShopScRsp  // obf: CGBKKGNFMKL
8485 = GridFightTraitUpdateScRsp  // obf: IEKGANLHMHM
8486 = GridFightUpdateEliteBranchSelectCsReq  // obf: NDAMFDIDKGB
8488 = GridFightTrackTraitCsReq  // obf: MCDBJHOCGHI
8490 = OENNAOAFAMA
8492 = GridFightGetOrbScRsp  // obf: PNHDGCBLPGD
8495 = GridFightUseForgeScRsp  // obf: FHNLBDMKPEM
8503 = GridFightGetFormationCsReq  // obf: CBEHKFHNNAI
8513 = CCGJDDBKIDE
8526 = LFDIMJCMNDJ
8528 = GridFightQuitLeaveGamePlayCsReq  // obf: CFIDOJGKBHB
8529 = FavourArchiveScRsp  // obf: CECPPJBHMMH
8536 = UpdateGameFormationScRsp  // obf: FKCIBPKMODK
8537 = GridFightFinishTutorialCsReq  // obf: PAJHFEKAPMN
8540 = FavourArchiveCsReq  // obf: CIIBIOBDDCE
8543 = GridFightUpdatePosScRsp  // obf: LMKKDOLLDJK
8546 = GridFightBuyGoodsScRsp  // obf: CBEEKLPIEMK
8547 = GridFightPermanentTalentResetScRsp  // obf: AMELHLBNKAM
8550 = GridFightEquipCraftScRsp  // obf: MFLDDCIFAJN
8552 = GridFightOpenOrbResultScNotify  // obf: GDHFMHKFEAL
8557 = GridFightUpdateGameRefScRsp  // obf: FDJCIHMFOMC
8559 = HKOAOCKBBJA
8560 = GridFightUpdateEquipTrackPriorityCsReq  // obf: POIBJKBDLLI
8565 = GridFightPermanentTalentResetCsReq  // obf: OCOONGAKCMI
8568 = GridFightSeasonTalentResetCsReq  // obf: OCFPHHCOIHI
8569 = GridFightUseConsumableScRsp  // obf: KAHAOOJHJPK
8574 = GridFightQuitSettleScRsp  // obf: FLHIDBDFFKG
8580 = GridFightGetDataScRsp  // obf: JABAHAPIBBO
8593 = GridFightTakeWeeklyRewardCsReq  // obf: LDBJKKCHNGJ
8599 = GridFightUpdateEquipTrackPriorityScRsp  // obf: LLPMAKIHAPL
8606 = GridFightUseHackOptionCsReq  // obf: AGOBLKJFJDL
8619 = GridFightBackToPrepareCsReq  // obf: MEPDHDGCGKH
8622 = GridFightFinishTutorialScRsp  // obf: ABCBKHAIEOG
8627 = GridFightRecycleRoleScRsp  // obf: JGAEMGBIAIK
8629 = GetGameFormationScRsp  // obf: LPIJFPCGAKO
8630 = OFADBBMPDMM
8636 = GridFightDestroyWeeklyRewardScRsp  // obf: HFNIHDLFMCJ
8646 = CheckTextCsReq  // obf: NOICMGFLOKA
8648 = GridFightGetArchiveCsReq  // obf: KOKMBKGPCFE
8655 = GridFightEquipDressCsReq  // obf: KOIAMDKEFKH
8656 = GridFightRefreshShopScRsp  // obf: CEGIAKADMHP
8664 = GridFightSeasonTalentEnableScRsp  // obf: MNJCFFIDJFO
8666 = GridFightUpdateEquipTrackCsReq  // obf: FDBMEIIMMJD
8668 = GridFightBuyExpCsReq  // obf: LFEFLIMJOGO
8669 = JKGILKGILAI
8671 = GridFightQuitLeaveGamePlayScRsp  // obf: GGAMIKNEDGE
